0,0.0,0.0,0.0,0.0,36.8578,44.4161,16.97,0.0,7.0,0.0,0.0,4.0,7.0,0.0
1,0.0,0.0,0.0,0.0,37.4341,35.852,7.02,0.0,7.0,0.0,0.0,4.1,7.0,0.0
2,0.0,0.0,0.0,0.0,37.6878,37.4016,10.27,0.0,7.0,0.0,0.0,4.4,7.0,0.0
3,0.0,0.0,0.0,0.0,37.2003,30.4376,78.07,0.0,7.0,0.0,0.0,4.0,7.0,0.0
4,0.0,0.0,0.0,0.0,35.6846,26.7266,42.77,0.0,7.0,0.0,0.0,4.5,7.0,0.0
5,0.0,0.0,0.0,0.0,36.4171,28.6991,14.86,0.0,7.0,0.0,0.0,4.1,7.0,0.0
6,0.0,0.0,0.0,0.0,36.0535,31.2135,36.68,0.0,7.0,0.0,0.0,5.2,7.0,0.0
7,0.0,0.0,0.0,0.0,37.1958,30.6241,50.33,0.0,7.0,0.0,0.0,4.8,7.0,0.0
8,0.0,0.0,0.0,0.0,36.9653,27.7633,6.93,0.0,7.0,0.0,0.0,4.3,7.0,0.0
9,0.0,0.0,0.0,0.0,38.893,26.4483,11.62,0.0,7.0,0.0,0.0,4.2,7.0,0.0
10,0.0,0.0,0.0,0.0,37.3773,36.3855,10.53,0.0,7.0,0.0,0.0,4.8,7.0,0.0
11,0.0,0.0,0.0,0.0,35.8861,26.0695,28.49,0.0,7.0,0.0,0.0,4.9,7.0,0.0
12,0.0,0.0,0.0,0.0,37.4635,36.3113,15.29,0.0,7.0,0.0,0.0,4.3,7.0,0.0
13,0.0,0.0,0.0,0.0,37.0201,36.0845,10.0,0.0,7.0,0.0,0.0,4.1,7.0,0.0
14,0.0,0.0,0.0,0.0,37.6546,26.6698,4.5,0.0,7.0,0.0,0.0,4.5,7.0,0.0
15,0.0,0.0,0.0,0.0,37.5318,29.848,17.58,0.0,7.0,0.0,0.0,4.6,7.0,0.0
16,0.0,0.0,0.0,0.0,39.0388,44.1533,7.52,0.0,7.0,0.0,0.0,4.5,7.0,0.0
